SupplierID,SupplierName,SupplierRegion,ComponentType,Month,Deliveries,UnitsReceived,DefectiveUnits,DefectRate,SupplierRating
SUP-0111,"Bass, Chung and Hamilton Components",India,Metal Components,2024-09,15,42930,325,0.758,A
SUP-0019,Nelson LLC Manufacturing,India,Switchgear Parts,2025-09,11,22066,306,1.388,A
SUP-0020,Parker-Meadows Group,Poland,Circuit Breakers,2023-12,23,59064,488,0.828,A
SUP-0060,Vaughan LLC Group,Mexico,Metal Components,2024-10,7,26523,600,2.266,B
SUP-0070,"Francis, Sullivan and Williams Components",China,Circuit Breakers,2023-11,19,30001,876,2.923,B
SUP-0056,"Cooper, Greer and Martin Corp",Poland,Connectors,2023-04,23,101821,2312,2.271,B
SUP-0085,"Nguyen, Gross and Ramirez Components",India,Plastic Components,2024-11,10,14830,405,2.732,B
SUP-0038,Edwards Ltd Components,Mexico,Transformers,2023-05,14,29862,343,1.151,A
SUP-0018,"Willis, Bauer and Hardin Group",China,Switchgear Parts,2025-03,3,2481,22,0.917,A
SUP-0021,Aguilar-Vasquez Manufacturing,India,Transformers,2024-01,3,3093,30,0.972,A
SUP-0033,Knox-Smith Group,India,Connectors,2023-12,15,18915,1147,6.069,D
SUP-0073,Adams PLC Industries,India,Switchgear Parts,2023-01,19,67944,2328,3.426,C
SUP-0019,Nelson LLC Manufacturing,India,Switchgear Parts,2023-02,15,60015,827,1.38,A
SUP-0144,"Fisher, Thomas and Harrington Manufacturing",Mexico,Switchgear Parts,2023-12,17,66606,2136,3.207,C
SUP-0017,"Anderson, Smith and Hale Manufacturing",Poland,Switchgear Parts,2023-07,10,33700,1729,5.132,D
SUP-0033,Knox-Smith Group,India,Connectors,2025-11,5,7950,474,5.966,D
SUP-0136,Duarte-Butler Group,USA,Circuit Breakers,2023-09,4,9748,126,1.297,A
SUP-0030,"Collins, Guerra and Sexton GmbH",China,Switchgear Parts,2023-10,6,27552,1361,4.94,C
SUP-0048,Jenkins-Bell Pvt Ltd,USA,Circuit Breakers,2024-09,15,43920,2437,5.55,D
SUP-0014,Jenkins Group Industries,Poland,Plastic Components,2025-08,14,13398,631,4.71,C
SUP-0005,"Turner, Ingram and Davis Components",Germany,Plastic Components,2025-12,23,11293,164,1.454,A
SUP-0138,"Patrick, Watts and Robinson Industries",USA,Switchgear Parts,2024-09,5,24750,913,3.69,C
SUP-0025,Reyes PLC GmbH,Germany,Metal Components,2024-05,18,63720,2970,4.661,C
SUP-0065,Garrison Group Industries,Mexico,Transformers,2025-03,25,11300,368,3.261,C
SUP-0095,Mitchell-Boyd Components,India,Metal Components,2023-01,6,18966,1096,5.78,D
SUP-0085,"Nguyen, Gross and Ramirez Components",India,Plastic Components,2024-03,17,42245,1110,2.628,B
SUP-0008,Young and Sons Industries,Germany,Plastic Components,2025-11,21,51156,401,0.785,A
SUP-0069,Soto-Powell GmbH,Poland,Switchgear Parts,2024-11,20,47200,723,1.532,B
SUP-0119,Andrews-Mcdaniel Pvt Ltd,China,Metal Components,2024-06,4,4616,160,3.472,C
SUP-0032,"Townsend, King and Daugherty Components",Poland,Plastic Components,2024-06,4,16068,729,4.539,C
SUP-0004,Hernandez Group Pvt Ltd,Mexico,Transformers,2023-02,24,93600,2480,2.651,B
SUP-0107,Jones PLC Pvt Ltd,India,Circuit Breakers,2025-05,21,33894,343,1.013,A
SUP-0149,Tran-Reynolds Corp,Germany,Connectors,2025-11,11,39204,2967,7.57,D
SUP-0079,"Graham, Mcintyre and Sanders Pvt Ltd",Germany,Switchgear Parts,2025-04,12,31896,615,1.93,B
SUP-0015,Chan LLC Manufacturing,India,Connectors,2023-07,16,59984,2386,3.978,C
SUP-0069,Soto-Powell GmbH,Poland,Switchgear Parts,2025-10,24,103512,1505,1.455,A
SUP-0144,"Fisher, Thomas and Harrington Manufacturing",Mexico,Switchgear Parts,2023-01,20,42400,956,2.257,B
SUP-0105,Hardy-Hobbs Corp,Germany,Plastic Components,2025-10,22,60324,2194,3.637,C
SUP-0060,Vaughan LLC Group,Mexico,Metal Components,2024-11,5,14915,604,4.055,C
SUP-0126,Powell-Morris Group,Germany,Connectors,2025-07,10,12010,533,4.443,C
SUP-0099,Ruiz LLC Components,Poland,Plastic Components,2023-08,5,10060,285,2.836,B
SUP-0074,"Garcia, Huang and Martin Group",Germany,Metal Components,2024-10,9,14373,834,5.808,D
SUP-0054,"Bennett, Morales and Ortega Group",Germany,Metal Components,2023-07,18,68058,986,1.449,A
SUP-0014,Jenkins Group Industries,Poland,Plastic Components,2023-07,23,82777,3465,4.187,C
SUP-0089,"Smith, Smith and Mills Industries",Germany,Metal Components,2025-05,19,65930,1412,2.143,B
SUP-0003,"Bell, Clayton and Diaz Pvt Ltd",China,Connectors,2024-04,2,9384,298,3.178,C
SUP-0073,Adams PLC Industries,India,Switchgear Parts,2024-11,8,27920,668,2.393,B
SUP-0149,Tran-Reynolds Corp,Germany,Connectors,2023-07,15,14040,1010,7.197,D
SUP-0147,Murray Inc Manufacturing,Poland,Plastic Components,2025-09,12,22872,114,0.503,A
SUP-0150,Turner Inc Manufacturing,Germany,Plastic Components,2025-04,25,9475,210,2.224,B
SUP-0076,"Waters, Castillo and Smith Pvt Ltd",Germany,Metal Components,2025-11,12,28704,1566,5.457,D
SUP-0063,Brown-Hernandez Group,India,Circuit Breakers,2024-02,12,6816,242,3.564,C
SUP-0035,Proctor-Lane GmbH,Poland,Circuit Breakers,2024-01,8,34232,404,1.181,A
SUP-0056,"Cooper, Greer and Martin Corp",Poland,Connectors,2025-05,8,22416,747,3.336,C
SUP-0083,Burch-Harris Components,USA,Transformers,2024-02,15,19905,664,3.339,C
SUP-0142,Campbell and Sons Industries,USA,Transformers,2025-10,14,58030,3731,6.43,D
SUP-0007,Mitchell Ltd Manufacturing,Germany,Metal Components,2023-09,23,12765,423,3.318,C
SUP-0076,"Waters, Castillo and Smith Pvt Ltd",Germany,Metal Components,2023-03,10,38080,1652,4.339,C
SUP-0139,"Cooper, Schwartz and Edwards GmbH",Mexico,Switchgear Parts,2024-08,18,65484,3664,5.596,D
SUP-0046,"Patterson, Thornton and Taylor Components",Mexico,Metal Components,2024-05,9,30915,1118,3.617,C
SUP-0067,Woods-Liu Group,China,Transformers,2023-01,16,58032,3123,5.382,D
SUP-0045,Garcia-Deleon Corp,China,Switchgear Parts,2023-09,17,6817,49,0.724,A
SUP-0044,Jones-Quinn Pvt Ltd,Mexico,Switchgear Parts,2024-11,22,39908,245,0.616,A
SUP-0089,"Smith, Smith and Mills Industries",Germany,Metal Components,2024-07,11,2882,43,1.504,B
SUP-0119,Andrews-Mcdaniel Pvt Ltd,China,Metal Components,2024-05,10,29580,1529,5.171,D
SUP-0068,"Willis, Gonzalez and Jordan Manufacturing",China,Transformers,2023-01,23,46552,1616,3.472,C
SUP-0041,"Alvarado, Merritt and Little Pvt Ltd",Germany,Connectors,2025-07,15,36570,457,1.25,A
SUP-0130,Schneider-Rhodes Components,India,Plastic Components,2024-07,23,76728,5087,6.63,D
SUP-0006,"Kent, Jackson and Thomas GmbH",China,Transformers,2023-02,14,5264,69,1.329,A
SUP-0122,"Juarez, Conway and Smith Manufacturing",India,Circuit Breakers,2023-12,24,32232,1379,4.279,C
SUP-0070,"Francis, Sullivan and Williams Components",China,Circuit Breakers,2023-03,12,32496,592,1.822,B
SUP-0023,Montoya and Sons Industries,India,Switchgear Parts,2025-07,16,55232,2612,4.73,C
SUP-0148,Mills LLC Manufacturing,China,Plastic Components,2024-09,16,21456,348,1.622,B
SUP-0022,Howard-Morrison Pvt Ltd,India,Connectors,2024-02,22,7810,174,2.234,B
SUP-0106,Lopez LLC Corp,Poland,Switchgear Parts,2024-04,20,93160,1272,1.366,A
SUP-0116,Chen-Mills Corp,China,Metal Components,2024-09,18,15066,804,5.339,D
SUP-0076,"Waters, Castillo and Smith Pvt Ltd",Germany,Metal Components,2023-07,13,46163,1532,3.32,C
SUP-0092,"Jackson, Hayes and Hines Components",Poland,Transformers,2023-12,10,6040,376,6.24,D
SUP-0121,Obrien and Sons Manufacturing,India,Switchgear Parts,2024-02,24,19320,622,3.223,C
SUP-0020,Parker-Meadows Group,Poland,Circuit Breakers,2023-01,25,34600,372,1.077,A
SUP-0018,"Willis, Bauer and Hardin Group",China,Switchgear Parts,2023-05,14,25396,208,0.822,A
SUP-0127,Higgins-Lambert Corp,USA,Metal Components,2024-06,3,8886,237,2.675,B
SUP-0045,Garcia-Deleon Corp,China,Switchgear Parts,2025-05,20,77380,587,0.759,A
SUP-0020,Parker-Meadows Group,Poland,Circuit Breakers,2023-01,23,37927,563,1.487,A
SUP-0026,"Novak, Stevens and Wheeler Manufacturing",Germany,Transformers,2024-11,24,37248,2577,6.921,D
SUP-0026,"Novak, Stevens and Wheeler Manufacturing",Germany,Transformers,2023-10,5,17710,1048,5.922,D
SUP-0034,Owen-Middleton Group,China,Plastic Components,2024-08,4,16596,120,0.728,A
SUP-0022,Howard-Morrison Pvt Ltd,India,Connectors,2025-01,18,43128,956,2.217,B
SUP-0013,Sanchez-Moore Components,China,Switchgear Parts,2024-08,18,78282,4285,5.474,D
SUP-0066,Lopez and Sons Corp,China,Connectors,2025-11,5,11140,605,5.439,D
SUP-0035,Proctor-Lane GmbH,Poland,Circuit Breakers,2024-07,19,4617,43,0.943,A
SUP-0082,"Lewis, Perez and Craig Corp",Germany,Transformers,2025-07,8,35552,1281,3.604,C
SUP-0109,Frye-Le GmbH,Poland,Plastic Components,2025-10,19,32623,857,2.629,B
SUP-0042,"Salinas, Nelson and Baker Components",India,Metal Components,2024-05,18,76986,5409,7.026,D
SUP-0061,Cox Ltd Corp,USA,Metal Components,2024-01,16,10960,623,5.69,D
SUP-0003,"Bell, Clayton and Diaz Pvt Ltd",China,Connectors,2023-12,17,31025,1670,5.383,D
SUP-0057,Ward-Rodriguez Industries,Germany,Plastic Components,2024-11,21,28035,341,1.218,A
SUP-0149,Tran-Reynolds Corp,Germany,Connectors,2024-08,3,12501,537,4.296,C
SUP-0129,"Mooney, Clayton and Oneal Corp",China,Plastic Components,2023-06,9,26289,195,0.743,A
SUP-0009,Terry LLC Industries,Poland,Circuit Breakers,2025-01,21,8379,333,3.983,C
SUP-0119,Andrews-Mcdaniel Pvt Ltd,China,Metal Components,2025-11,23,69575,2657,3.82,C
SUP-0135,Henry-Graham Corp,Germany,Plastic Components,2024-03,10,49780,2878,5.782,D
SUP-0106,Lopez LLC Corp,Poland,Switchgear Parts,2025-02,12,44988,765,1.702,B
SUP-0010,Weaver Ltd Corp,India,Circuit Breakers,2025-09,22,46354,902,1.948,B
SUP-0017,"Anderson, Smith and Hale Manufacturing",Poland,Switchgear Parts,2023-10,17,55063,2256,4.098,C
SUP-0057,Ward-Rodriguez Industries,Germany,Plastic Components,2023-02,14,68516,696,1.017,A
SUP-0029,Rodriguez Inc Corp,Germany,Plastic Components,2023-04,25,70125,2623,3.741,C
SUP-0014,Jenkins Group Industries,Poland,Plastic Components,2025-08,8,9912,525,5.304,D
SUP-0075,White Inc Corp,India,Connectors,2023-08,3,10734,68,0.64,A
SUP-0136,Duarte-Butler Group,USA,Circuit Breakers,2023-11,7,5383,71,1.33,A
SUP-0016,"Lopez, Phillips and Ramirez Manufacturing",USA,Connectors,2025-08,11,48862,1741,3.563,C
SUP-0147,Murray Inc Manufacturing,Poland,Plastic Components,2024-02,12,35496,181,0.51,A
SUP-0084,Torres-Nelson Components,Germany,Metal Components,2025-11,16,11504,599,5.212,D
SUP-0120,Powell Ltd GmbH,USA,Switchgear Parts,2023-02,21,41727,1841,4.414,C
SUP-0069,Soto-Powell GmbH,Poland,Switchgear Parts,2023-01,13,45916,914,1.991,B
SUP-0104,Bryant Inc Group,Poland,Metal Components,2023-05,11,9636,524,5.444,D
SUP-0016,"Lopez, Phillips and Ramirez Manufacturing",USA,Connectors,2025-09,13,8060,204,2.537,B
SUP-0126,Powell-Morris Group,Germany,Connectors,2023-04,24,61608,4564,7.408,D
SUP-0032,"Townsend, King and Daugherty Components",Poland,Plastic Components,2025-09,20,53160,1882,3.541,C
SUP-0110,Farmer-Sullivan Pvt Ltd,Poland,Circuit Breakers,2023-09,12,11628,268,2.306,B
SUP-0142,Campbell and Sons Industries,USA,Transformers,2025-01,5,19290,1350,6.999,D
SUP-0099,Ruiz LLC Components,Poland,Plastic Components,2024-10,9,11016,259,2.352,B
SUP-0031,Miller and Sons Corp,China,Connectors,2024-05,16,6672,441,6.615,D
SUP-0109,Frye-Le GmbH,Poland,Plastic Components,2024-02,20,97780,2857,2.922,B
SUP-0045,Garcia-Deleon Corp,China,Switchgear Parts,2023-05,25,118625,818,0.69,A
SUP-0064,"Ballard, Kelly and Schwartz Group",India,Connectors,2023-06,7,8932,449,5.038,D
SUP-0021,Aguilar-Vasquez Manufacturing,India,Transformers,2023-05,3,7089,64,0.905,A
SUP-0124,Weber LLC Components,Mexico,Switchgear Parts,2023-01,18,4410,177,4.029,C
SUP-0104,Bryant Inc Group,Poland,Metal Components,2023-08,8,11112,864,7.777,D
SUP-0054,"Bennett, Morales and Ortega Group",Germany,Metal Components,2024-06,14,28462,354,1.245,A
SUP-0097,Campbell PLC Manufacturing,Poland,Switchgear Parts,2023-01,14,32690,936,2.865,B
SUP-0087,Taylor Ltd Corp,Germany,Connectors,2024-06,17,3638,125,3.44,C
SUP-0146,"Anthony, Martin and Osborne GmbH",India,Plastic Components,2025-03,22,29920,2053,6.865,D
SUP-0066,Lopez and Sons Corp,China,Connectors,2024-06,12,29076,985,3.391,C
SUP-0115,Dixon-Collins Corp,USA,Connectors,2023-05,16,69920,4635,6.629,D
SUP-0039,Adams Inc Components,Germany,Metal Components,2024-11,2,576,8,1.413,A
SUP-0085,"Nguyen, Gross and Ramirez Components",India,Plastic Components,2024-01,24,115056,5438,4.726,C
SUP-0052,Marshall-Wilkins Industries,China,Metal Components,2023-06,2,2518,80,3.208,C
SUP-0080,"Hurley, Wood and Vasquez Components",Poland,Connectors,2024-09,14,16114,320,1.988,B
SUP-0037,Davis Group Pvt Ltd,Germany,Switchgear Parts,2024-10,11,22308,1502,6.736,D
SUP-0062,Burke-Owens Components,India,Metal Components,2025-06,10,37910,943,2.489,B
SUP-0144,"Fisher, Thomas and Harrington Manufacturing",Mexico,Switchgear Parts,2025-07,20,82240,1686,2.051,B
SUP-0072,"Moore, Gates and Sawyer Corp",Mexico,Connectors,2025-06,14,3430,115,3.38,C
SUP-0146,"Anthony, Martin and Osborne GmbH",India,Plastic Components,2024-12,4,9396,751,8.0,D
SUP-0095,Mitchell-Boyd Components,India,Metal Components,2025-07,16,57968,2730,4.71,C
SUP-0131,"Rogers, Mitchell and Simpson Manufacturing",Germany,Metal Components,2023-06,13,41262,814,1.974,B
SUP-0128,Williams Inc GmbH,Poland,Metal Components,2024-07,25,72475,978,1.35,A
SUP-0054,"Bennett, Morales and Ortega Group",Germany,Metal Components,2024-10,14,26754,482,1.805,B
SUP-0126,Powell-Morris Group,Germany,Connectors,2025-03,10,17750,1398,7.88,D
SUP-0061,Cox Ltd Corp,USA,Metal Components,2024-08,14,55930,2019,3.61,C
SUP-0018,"Willis, Bauer and Hardin Group",China,Switchgear Parts,2023-08,3,9003,54,0.61,A
SUP-0105,Hardy-Hobbs Corp,Germany,Plastic Components,2025-11,23,16031,1102,6.878,D
SUP-0105,Hardy-Hobbs Corp,Germany,Plastic Components,2025-04,6,28866,1805,6.254,D
SUP-0048,Jenkins-Bell Pvt Ltd,USA,Circuit Breakers,2023-09,6,10926,804,7.359,D
SUP-0092,"Jackson, Hayes and Hines Components",Poland,Transformers,2023-03,18,39348,2805,7.13,D
SUP-0001,Fowler-Bell Manufacturing,USA,Transformers,2024-06,13,14651,300,2.05,B
SUP-0102,"Gordon, Cantrell and Coleman Manufacturing",Mexico,Transformers,2024-02,20,25860,1249,4.831,C
SUP-0007,Mitchell Ltd Manufacturing,Germany,Metal Components,2025-07,20,31920,571,1.791,B
SUP-0087,Taylor Ltd Corp,Germany,Connectors,2025-06,3,2571,131,5.115,D
SUP-0008,Young and Sons Industries,Germany,Plastic Components,2025-03,23,89838,775,0.863,A
SUP-0088,Sanchez and Sons GmbH,Germany,Metal Components,2024-02,18,34722,842,2.425,B
SUP-0107,Jones PLC Pvt Ltd,India,Circuit Breakers,2025-12,24,105696,1350,1.278,A
SUP-0100,"Leon, Warren and Juarez Group",Poland,Plastic Components,2023-11,6,24336,814,3.347,C
SUP-0118,Hunter Ltd Pvt Ltd,China,Circuit Breakers,2023-10,14,56350,2421,4.297,C
SUP-0088,Sanchez and Sons GmbH,Germany,Metal Components,2023-07,15,13605,217,1.6,B
SUP-0110,Farmer-Sullivan Pvt Ltd,Poland,Circuit Breakers,2024-03,6,18552,502,2.71,B
SUP-0121,Obrien and Sons Manufacturing,India,Switchgear Parts,2025-09,14,35532,1389,3.912,C
SUP-0078,Navarro Group Manufacturing,Germany,Connectors,2024-04,23,69276,2448,3.534,C
SUP-0111,"Bass, Chung and Hamilton Components",India,Metal Components,2025-12,18,54900,700,1.277,A
SUP-0035,Proctor-Lane GmbH,Poland,Circuit Breakers,2023-08,14,54768,443,0.809,A
SUP-0025,Reyes PLC GmbH,Germany,Metal Components,2024-05,21,95760,3875,4.047,C
SUP-0119,Andrews-Mcdaniel Pvt Ltd,China,Metal Components,2024-05,5,12185,395,3.244,C
SUP-0115,Dixon-Collins Corp,USA,Connectors,2024-02,4,6860,492,7.175,D
SUP-0110,Farmer-Sullivan Pvt Ltd,Poland,Circuit Breakers,2023-08,7,14000,388,2.778,B
SUP-0130,Schneider-Rhodes Components,India,Plastic Components,2025-08,7,18459,884,4.79,C
SUP-0034,Owen-Middleton Group,China,Plastic Components,2025-02,20,84540,995,1.178,A
SUP-0137,Wells PLC Corp,Mexico,Switchgear Parts,2023-05,12,22524,582,2.588,B
SUP-0096,"Rodgers, Ochoa and Carter Corp",USA,Metal Components,2023-08,10,18420,777,4.222,C
SUP-0109,Frye-Le GmbH,Poland,Plastic Components,2023-08,23,63733,1386,2.176,B
SUP-0119,Andrews-Mcdaniel Pvt Ltd,China,Metal Components,2023-01,15,55920,2460,4.4,C
SUP-0033,Knox-Smith Group,India,Connectors,2024-01,21,83265,6195,7.441,D
SUP-0104,Bryant Inc Group,Poland,Metal Components,2023-05,2,552,31,5.797,D
SUP-0005,"Turner, Ingram and Davis Components",Germany,Plastic Components,2023-05,19,39577,583,1.475,A
SUP-0112,"Martin, Ritter and Thomas Group",Poland,Transformers,2025-03,22,27346,2024,7.403,D
SUP-0034,Owen-Middleton Group,China,Plastic Components,2023-11,19,82612,901,1.091,A
SUP-0052,Marshall-Wilkins Industries,China,Metal Components,2024-01,20,77480,4667,6.024,D
SUP-0042,"Salinas, Nelson and Baker Components",India,Metal Components,2024-11,22,67826,3134,4.622,C
SUP-0009,Terry LLC Industries,Poland,Circuit Breakers,2024-04,6,6732,216,3.217,C
SUP-0071,"Weber, Lawson and Hicks Corp",Germany,Connectors,2024-03,23,99337,3169,3.191,C
SUP-0023,Montoya and Sons Industries,India,Switchgear Parts,2024-01,13,37791,1124,2.975,B
SUP-0016,"Lopez, Phillips and Ramirez Manufacturing",USA,Connectors,2023-02,23,61985,3325,5.365,D
SUP-0034,Owen-Middleton Group,China,Plastic Components,2023-05,13,33098,198,0.599,A
SUP-0097,Campbell PLC Manufacturing,Poland,Switchgear Parts,2025-10,10,41030,1364,3.325,C
SUP-0120,Powell Ltd GmbH,USA,Switchgear Parts,2025-01,10,32700,2311,7.067,D
SUP-0124,Weber LLC Components,Mexico,Switchgear Parts,2024-10,9,26352,897,3.407,C
SUP-0078,Navarro Group Manufacturing,Germany,Connectors,2025-07,11,11286,237,2.107,B
SUP-0054,"Bennett, Morales and Ortega Group",Germany,Metal Components,2025-09,9,25272,333,1.318,A
SUP-0133,Freeman Ltd Pvt Ltd,Mexico,Transformers,2023-01,18,17154,846,4.936,C
SUP-0068,"Willis, Gonzalez and Jordan Manufacturing",China,Transformers,2025-07,2,2236,67,3.006,C
SUP-0147,Murray Inc Manufacturing,Poland,Plastic Components,2025-06,7,20321,101,0.5,A
SUP-0127,Higgins-Lambert Corp,USA,Metal Components,2024-07,19,36917,1558,4.222,C
SUP-0013,Sanchez-Moore Components,China,Switchgear Parts,2024-02,22,77242,2509,3.249,C
SUP-0132,Patel-Gamble Industries,Poland,Connectors,2023-06,5,17175,377,2.199,B
SUP-0111,"Bass, Chung and Hamilton Components",India,Metal Components,2023-11,24,18144,147,0.814,A
SUP-0131,"Rogers, Mitchell and Simpson Manufacturing",Germany,Metal Components,2024-12,9,2331,92,3.959,C
SUP-0097,Campbell PLC Manufacturing,Poland,Switchgear Parts,2024-12,24,29928,1220,4.077,C
SUP-0147,Murray Inc Manufacturing,Poland,Plastic Components,2025-05,16,63056,428,0.68,A
SUP-0039,Adams Inc Components,Germany,Metal Components,2025-08,19,40831,358,0.879,A
SUP-0033,Knox-Smith Group,India,Connectors,2024-02,20,40000,2815,7.038,D
SUP-0090,Williams Ltd GmbH,China,Connectors,2024-07,7,2737,25,0.931,A
SUP-0128,Williams Inc GmbH,Poland,Metal Components,2025-04,11,8162,88,1.08,A
SUP-0003,"Bell, Clayton and Diaz Pvt Ltd",China,Connectors,2023-09,12,34416,1527,4.438,C
SUP-0118,Hunter Ltd Pvt Ltd,China,Circuit Breakers,2024-05,3,4287,279,6.525,D
SUP-0147,Murray Inc Manufacturing,Poland,Plastic Components,2024-04,4,19312,140,0.727,A
SUP-0009,Terry LLC Industries,Poland,Circuit Breakers,2023-04,16,42368,1959,4.625,C
SUP-0043,Sampson-Anderson Corp,Poland,Switchgear Parts,2023-09,10,6380,247,3.88,C
SUP-0077,Vasquez-Rodriguez Pvt Ltd,India,Transformers,2023-09,15,32430,957,2.953,B
SUP-0128,Williams Inc GmbH,Poland,Metal Components,2023-06,3,12594,167,1.331,A
SUP-0105,Hardy-Hobbs Corp,Germany,Plastic Components,2025-04,18,28368,1152,4.062,C
SUP-0074,"Garcia, Huang and Martin Group",Germany,Metal Components,2025-10,5,20610,1207,5.858,D
SUP-0007,Mitchell Ltd Manufacturing,Germany,Metal Components,2024-11,19,13205,344,2.608,B
SUP-0116,Chen-Mills Corp,China,Metal Components,2025-06,19,77672,4503,5.798,D
SUP-0136,Duarte-Butler Group,USA,Circuit Breakers,2025-06,20,96060,1560,1.624,B
SUP-0056,"Cooper, Greer and Martin Corp",Poland,Connectors,2025-01,21,55692,2061,3.702,C
SUP-0018,"Willis, Bauer and Hardin Group",China,Switchgear Parts,2023-11,9,29016,145,0.5,A
SUP-0052,Marshall-Wilkins Industries,China,Metal Components,2023-10,18,8244,301,3.653,C
SUP-0056,"Cooper, Greer and Martin Corp",Poland,Connectors,2025-08,14,38626,1510,3.91,C
SUP-0060,Vaughan LLC Group,Mexico,Metal Components,2023-12,12,58188,2974,5.112,D
SUP-0127,Higgins-Lambert Corp,USA,Metal Components,2023-08,16,39120,1472,3.764,C
SUP-0044,Jones-Quinn Pvt Ltd,Mexico,Switchgear Parts,2023-05,5,14740,134,0.912,A
SUP-0104,Bryant Inc Group,Poland,Metal Components,2024-02,16,17760,1312,7.39,D
SUP-0009,Terry LLC Industries,Poland,Circuit Breakers,2024-11,2,3038,154,5.088,D
SUP-0077,Vasquez-Rodriguez Pvt Ltd,India,Transformers,2024-02,5,22655,720,3.179,C
SUP-0089,"Smith, Smith and Mills Industries",Germany,Metal Components,2025-07,21,39942,872,2.184,B
SUP-0067,Woods-Liu Group,China,Transformers,2023-05,14,20062,767,3.826,C
SUP-0085,"Nguyen, Gross and Ramirez Components",India,Plastic Components,2023-02,25,32725,1214,3.711,C
SUP-0111,"Bass, Chung and Hamilton Components",India,Metal Components,2024-02,16,38608,386,1.001,A
SUP-0124,Weber LLC Components,Mexico,Switchgear Parts,2023-09,20,22800,628,2.757,B
SUP-0123,Osborne Ltd Components,Mexico,Transformers,2024-03,5,4375,104,2.388,B
SUP-0017,"Anderson, Smith and Hale Manufacturing",Poland,Switchgear Parts,2024-08,14,24248,767,3.164,C
SUP-0023,Montoya and Sons Industries,India,Switchgear Parts,2023-02,12,10308,496,4.813,C
SUP-0142,Campbell and Sons Industries,USA,Transformers,2024-05,8,39800,2386,5.997,D
