supplierid,suppliername,supplierregion,componenttype,month,deliveries,unitsreceived,defectiveunits,defectrate,supplierrating,risk_score,risk_category
SUP-0024,"Miles, Perez and Johnson Pvt Ltd",Germany,Plastic Components,2023-08,13,36699,415,1.132,A,0.8452,Low
SUP-0095,Mitchell-Boyd Components,India,Metal Components,2024-07,18,44676,2127,4.762,C,3.7079999999999997,Low
SUP-0138,"Patrick, Watts and Robinson Industries",USA,Switchgear Parts,2023-06,17,60469,3928,6.496,D,5.4688,Medium
SUP-0106,Lopez LLC Corp,Poland,Switchgear Parts,2025-04,12,44088,585,1.328,A,1.0308000000000002,Low
SUP-0023,Montoya and Sons Industries,India,Switchgear Parts,2025-07,17,30430,810,2.663,B,1.9218,Low
SUP-0001,Fowler-Bell Manufacturing,USA,Transformers,2025-08,25,114675,3231,2.818,B,2.9832,Low
SUP-0094,"Berry, Barr and Alexander Pvt Ltd",Poland,Transformers,2023-05,7,30499,1358,4.456,C,3.2168,Low
SUP-0135,Henry-Graham Corp,Germany,Plastic Components,2024-01,2,9582,533,5.567,D,3.5534,Low
SUP-0017,"Anderson, Smith and Hale Manufacturing",Poland,Switchgear Parts,2024-05,12,10056,484,4.818,C,3.0843999999999996,Low
SUP-0124,Weber LLC Components,Mexico,Switchgear Parts,2023-05,25,9975,215,2.159,B,1.3814,Low
SUP-0122,"Juarez, Conway and Smith Manufacturing",India,Circuit Breakers,2023-12,10,18380,657,3.579,C,2.4102,Low
SUP-0142,Campbell and Sons Industries,USA,Transformers,2023-11,25,59350,2423,4.083,C,3.4190000000000005,Low
SUP-0130,Schneider-Rhodes Components,India,Plastic Components,2024-08,7,28266,1421,5.03,D,3.5864000000000003,Low
SUP-0038,Edwards Ltd Components,Mexico,Transformers,2024-05,15,45165,415,0.919,A,0.7174,Low
SUP-0048,Jenkins-Bell Pvt Ltd,USA,Circuit Breakers,2023-10,2,2426,130,5.382,D,3.2811999999999997,Low
SUP-0142,Campbell and Sons Industries,USA,Transformers,2023-06,16,73632,4122,5.599,D,5.0082,Medium
SUP-0126,Powell-Morris Group,Germany,Connectors,2024-02,21,30408,2099,6.903,D,4.9814,Low
SUP-0144,"Fisher, Thomas and Harrington Manufacturing",Mexico,Switchgear Parts,2023-12,14,43680,959,2.196,B,1.7012,Low
SUP-0137,Wells PLC Corp,Mexico,Switchgear Parts,2025-07,9,30114,638,2.121,B,1.5278,Low
SUP-0072,"Moore, Gates and Sawyer Corp",Mexico,Connectors,2024-09,24,106464,2651,2.49,B,2.5544000000000002,Low
SUP-0022,Howard-Morrison Pvt Ltd,India,Connectors,2025-10,9,29574,479,1.622,B,1.1648,Low
SUP-0043,Sampson-Anderson Corp,Poland,Switchgear Parts,2024-06,22,88176,5100,5.785,D,5.511,Medium
SUP-0027,"Patterson, Anderson and Ford Components",India,Connectors,2024-08,25,97575,7259,7.44,D,7.367600000000001,Medium
SUP-0107,Jones PLC Pvt Ltd,India,Circuit Breakers,2024-03,25,121525,1185,0.975,A,1.059,Low
SUP-0061,Cox Ltd Corp,USA,Metal Components,2023-09,22,44836,2166,4.833,C,3.7662,Low
SUP-0088,Sanchez and Sons GmbH,Germany,Metal Components,2023-11,20,26340,371,1.41,A,0.9944,Low
SUP-0032,"Townsend, King and Daugherty Components",Poland,Plastic Components,2025-02,7,6118,286,4.683,C,2.9241999999999995,Low
SUP-0138,"Patrick, Watts and Robinson Industries",USA,Switchgear Parts,2025-09,23,20907,1099,5.258,D,3.5944,Low
SUP-0030,"Collins, Guerra and Sexton GmbH",China,Switchgear Parts,2025-10,4,12020,433,3.606,C,2.3367999999999998,Low
SUP-0004,Hernandez Group Pvt Ltd,Mexico,Transformers,2025-02,16,24544,799,3.256,C,2.2731999999999997,Low
SUP-0119,Andrews-Mcdaniel Pvt Ltd,China,Metal Components,2024-05,24,16920,484,2.865,B,1.9126,Low
SUP-0126,Powell-Morris Group,Germany,Connectors,2025-11,4,12508,751,6.006,D,3.904,Low
SUP-0143,Morris Ltd Group,Mexico,Connectors,2024-04,18,8478,68,0.805,A,0.5102,Low
SUP-0092,"Jackson, Hayes and Hines Components",Poland,Transformers,2024-07,15,15420,1066,6.918,D,4.5772,Low
SUP-0012,Scott-Schmidt Group,Poland,Transformers,2023-01,23,71898,2192,3.049,C,2.7062,Low
SUP-0060,Vaughan LLC Group,Mexico,Metal Components,2024-04,9,38619,1672,4.331,C,3.2674000000000003,Low
SUP-0021,Aguilar-Vasquez Manufacturing,India,Transformers,2024-03,6,11838,135,1.143,A,0.7398,Low
SUP-0056,"Cooper, Greer and Martin Corp",Poland,Connectors,2025-07,13,48373,1716,3.549,C,2.8158,Low
SUP-0030,"Collins, Guerra and Sexton GmbH",China,Switchgear Parts,2025-08,14,62160,2330,3.749,C,3.1814,Low
SUP-0062,Burke-Owens Components,India,Metal Components,2024-01,24,41928,1647,3.929,C,3.0161999999999995,Low
SUP-0149,Tran-Reynolds Corp,Germany,Connectors,2024-10,11,32417,2420,7.466,D,5.4475999999999996,Medium
SUP-0130,Schneider-Rhodes Components,India,Plastic Components,2023-11,10,5650,298,5.278,D,3.286,Low
SUP-0001,Fowler-Bell Manufacturing,USA,Transformers,2025-08,18,46476,838,1.804,B,1.4176,Low
SUP-0068,"Willis, Gonzalez and Jordan Manufacturing",China,Transformers,2024-03,13,30199,868,2.874,B,2.0716,Low
SUP-0054,"Bennett, Morales and Ortega Group",Germany,Metal Components,2024-05,11,7161,93,1.311,A,0.8238,Low
SUP-0124,Weber LLC Components,Mexico,Switchgear Parts,2025-06,16,34976,796,2.278,B,1.6852,Low
SUP-0018,"Willis, Bauer and Hardin Group",China,Switchgear Parts,2024-09,12,30072,193,0.643,A,0.46299999999999997,Low
SUP-0037,Davis Group Pvt Ltd,Germany,Switchgear Parts,2025-12,19,43073,2555,5.934,D,4.5824,Low
SUP-0102,"Gordon, Cantrell and Coleman Manufacturing",Mexico,Transformers,2025-07,24,12504,393,3.148,C,2.0460000000000003,Low
SUP-0132,Patel-Gamble Industries,Poland,Connectors,2023-06,13,8996,153,1.703,B,1.083,Low
SUP-0076,"Waters, Castillo and Smith Pvt Ltd",Germany,Metal Components,2023-09,13,53755,2996,5.575,D,4.5434,Low
SUP-0011,Nicholson LLC Corp,Poland,Circuit Breakers,2024-07,20,64660,1976,3.057,C,2.6246,Low
SUP-0035,Proctor-Lane GmbH,Poland,Circuit Breakers,2024-04,11,12507,130,1.045,A,0.6789999999999999,Low
SUP-0135,Henry-Graham Corp,Germany,Plastic Components,2023-06,3,13128,680,5.184,D,3.3823999999999996,Low
SUP-0106,Lopez LLC Corp,Poland,Switchgear Parts,2023-01,21,75054,1071,1.428,A,1.2852,Low
SUP-0058,"Parker, West and Jacobs Industries",USA,Plastic Components,2025-12,12,58740,4181,7.119,D,5.9437999999999995,Medium
SUP-0142,Campbell and Sons Industries,USA,Transformers,2024-04,24,49200,3336,6.782,D,5.403599999999999,Medium
SUP-0115,Dixon-Collins Corp,USA,Connectors,2023-03,22,75878,2841,3.745,C,3.3834,Low
SUP-0085,"Nguyen, Gross and Ramirez Components",India,Plastic Components,2023-02,21,92463,2401,2.598,B,2.5191999999999997,Low
SUP-0044,Jones-Quinn Pvt Ltd,Mexico,Switchgear Parts,2025-02,2,7908,76,0.971,A,0.613,Low
SUP-0082,"Lewis, Perez and Craig Corp",Germany,Transformers,2023-06,11,21340,489,2.293,B,1.5714000000000001,Low
SUP-0102,"Gordon, Cantrell and Coleman Manufacturing",Mexico,Transformers,2024-01,15,41415,2173,5.248,D,4.018,Low
SUP-0054,"Bennett, Morales and Ortega Group",Germany,Metal Components,2025-05,16,74640,1141,1.529,B,1.3738,Low
SUP-0119,Andrews-Mcdaniel Pvt Ltd,China,Metal Components,2023-09,24,118176,4289,3.63,C,3.8936,Low
SUP-0116,Chen-Mills Corp,China,Metal Components,2025-05,24,96144,4057,4.22,C,4.1548,Low
SUP-0095,Mitchell-Boyd Components,India,Metal Components,2025-03,12,4236,289,6.841,D,4.220199999999999,Low
SUP-0094,"Berry, Barr and Alexander Pvt Ltd",Poland,Transformers,2025-07,14,13986,408,2.923,B,1.917,Low
SUP-0058,"Parker, West and Jacobs Industries",USA,Plastic Components,2025-01,23,96071,7064,7.353,D,7.237399999999999,Medium
SUP-0037,Davis Group Pvt Ltd,Germany,Switchgear Parts,2025-07,11,36509,1420,3.889,C,2.9013999999999998,Low
SUP-0075,White Inc Corp,India,Connectors,2024-06,8,21744,159,0.734,A,0.504,Low
SUP-0095,Mitchell-Boyd Components,India,Metal Components,2024-07,4,1308,61,4.724,C,2.8588,Low
SUP-0100,"Leon, Warren and Juarez Group",Poland,Plastic Components,2025-07,11,8745,485,5.549,D,3.5234,Low
SUP-0011,Nicholson LLC Corp,Poland,Circuit Breakers,2023-04,12,38460,722,1.878,B,1.4155999999999997,Low
SUP-0030,"Collins, Guerra and Sexton GmbH",China,Switchgear Parts,2024-08,15,48135,2372,4.93,C,3.9067999999999996,Low
SUP-0036,Lin LLC Manufacturing,India,Plastic Components,2023-12,18,11466,173,1.509,B,0.9745999999999999,Low
SUP-0034,Owen-Middleton Group,China,Plastic Components,2024-03,14,21196,123,0.584,A,0.3996,Low
SUP-0043,Sampson-Anderson Corp,Poland,Switchgear Parts,2025-02,18,89676,5042,5.623,D,5.3906,Medium
SUP-0098,Beck Inc Manufacturing,Poland,Switchgear Parts,2023-04,6,23052,384,1.669,B,1.155,Low
SUP-0028,"Oconnor, Cole and Mata Corp",China,Circuit Breakers,2024-03,19,77197,591,0.766,A,0.696,Low
SUP-0076,"Waters, Castillo and Smith Pvt Ltd",Germany,Metal Components,2024-02,2,4914,251,5.123,D,3.1742,Low
SUP-0143,Morris Ltd Group,Mexico,Connectors,2023-09,13,42471,403,0.95,A,0.7312,Low
SUP-0140,"Baker, Sutton and Williams Manufacturing",India,Plastic Components,2023-06,13,44824,2111,4.711,C,3.6710000000000003,Low
SUP-0007,Mitchell Ltd Manufacturing,Germany,Metal Components,2023-09,12,23544,435,1.849,B,1.2833999999999999,Low
SUP-0141,"Anderson, Mcdowell and Parker Industries",USA,Transformers,2023-07,12,59460,1931,3.248,C,2.7212,Low
SUP-0010,Weaver Ltd Corp,India,Circuit Breakers,2023-10,2,898,17,1.942,B,1.172,Low
SUP-0012,Scott-Schmidt Group,Poland,Transformers,2024-06,11,16335,420,2.571,B,1.7106,Low
SUP-0115,Dixon-Collins Corp,USA,Connectors,2025-11,21,37443,2175,5.809,D,4.3553999999999995,Low
SUP-0074,"Garcia, Huang and Martin Group",Germany,Metal Components,2024-04,20,22180,1372,6.188,D,4.2616,Low
SUP-0063,Brown-Hernandez Group,India,Circuit Breakers,2025-09,17,29104,1496,5.143,D,3.6841999999999997,Low
SUP-0095,Mitchell-Boyd Components,India,Metal Components,2025-11,7,11354,587,5.171,D,3.3374,Low
SUP-0129,"Mooney, Clayton and Oneal Corp",China,Plastic Components,2024-11,9,2052,10,0.5,A,0.304,Low
SUP-0036,Lin LLC Manufacturing,India,Plastic Components,2025-12,19,82536,994,1.205,A,1.1206,Low
SUP-0133,Freeman Ltd Pvt Ltd,Mexico,Transformers,2024-09,16,54256,2283,4.209,C,3.4386,Low
SUP-0081,Smith-Pineda Corp,Germany,Connectors,2025-07,17,50932,1353,2.658,B,2.136,Low
SUP-0062,Burke-Owens Components,India,Metal Components,2025-06,7,30856,1122,3.639,C,2.6322,Low
SUP-0104,Bryant Inc Group,Poland,Metal Components,2025-10,21,47103,2972,6.311,D,4.9754000000000005,Low
SUP-0135,Henry-Graham Corp,Germany,Plastic Components,2024-01,16,37776,1667,4.414,C,3.3152,Low
SUP-0095,Mitchell-Boyd Components,India,Metal Components,2024-05,13,10179,737,7.25,D,4.6448,Low
SUP-0027,"Patterson, Anderson and Ford Components",India,Connectors,2023-09,19,61883,3626,5.861,D,4.9670000000000005,Low
SUP-0132,Patel-Gamble Industries,Poland,Connectors,2025-07,6,20340,467,2.298,B,1.5656,Low
SUP-0015,Chan LLC Manufacturing,India,Connectors,2025-02,19,47139,3015,6.398,D,5.0447999999999995,Medium
SUP-0147,Murray Inc Manufacturing,Poland,Plastic Components,2025-05,24,39408,197,0.5,A,0.3788,Low
SUP-0135,Henry-Graham Corp,Germany,Plastic Components,2024-01,18,87732,4539,5.174,D,4.92,Low
SUP-0103,Peters-Garcia Components,China,Switchgear Parts,2025-07,24,34704,476,1.373,A,1.0142,Low
SUP-0139,"Cooper, Schwartz and Edwards GmbH",Mexico,Switchgear Parts,2024-06,19,42712,3086,7.226,D,5.569999999999999,Medium
SUP-0009,Terry LLC Industries,Poland,Circuit Breakers,2025-05,3,3357,98,2.926,B,1.7948,Low
SUP-0141,"Anderson, Mcdowell and Parker Industries",USA,Transformers,2023-04,12,30600,1230,4.02,C,2.9039999999999995,Low
SUP-0089,"Smith, Smith and Mills Industries",Germany,Metal Components,2023-02,18,59868,1867,3.119,C,2.6182,Low
SUP-0127,Higgins-Lambert Corp,USA,Metal Components,2025-04,4,19624,742,3.785,C,2.5678,Low
SUP-0058,"Parker, West and Jacobs Industries",USA,Plastic Components,2023-09,24,10224,446,4.368,C,2.7992,Low
SUP-0105,Hardy-Hobbs Corp,Germany,Plastic Components,2024-08,16,28640,1732,6.048,D,4.3216,Low
SUP-0135,Henry-Graham Corp,Germany,Plastic Components,2025-12,7,26334,1217,4.624,C,3.2611999999999997,Low
SUP-0071,"Weber, Lawson and Hicks Corp",Germany,Connectors,2025-06,15,26685,1114,4.176,C,2.9512,Low
SUP-0108,Chavez and Sons Industries,Mexico,Metal Components,2023-07,11,4796,219,4.581,C,2.8362000000000003,Low
SUP-0015,Chan LLC Manufacturing,India,Connectors,2025-01,12,12600,642,5.095,D,3.3138,Low
SUP-0106,Lopez LLC Corp,Poland,Switchgear Parts,2024-06,5,19630,191,0.973,A,0.6602,Low
SUP-0017,"Anderson, Smith and Hale Manufacturing",Poland,Switchgear Parts,2024-06,5,4025,156,3.891,C,2.397,Low
SUP-0043,Sampson-Anderson Corp,Poland,Switchgear Parts,2024-03,14,39270,2165,5.513,D,4.1738,Low
SUP-0012,Scott-Schmidt Group,Poland,Transformers,2024-10,9,26343,540,2.053,B,1.4478,Low
SUP-0076,"Waters, Castillo and Smith Pvt Ltd",Germany,Metal Components,2025-03,23,48783,2398,4.916,C,3.9088000000000003,Low
SUP-0036,Lin LLC Manufacturing,India,Plastic Components,2024-04,11,5621,79,1.418,A,0.8823999999999999,Low
SUP-0071,"Weber, Lawson and Hicks Corp",Germany,Connectors,2024-04,21,98133,4383,4.467,C,4.4334,Low
SUP-0107,Jones PLC Pvt Ltd,India,Circuit Breakers,2023-07,22,32604,367,1.127,A,0.8230000000000001,Low
SUP-0126,Powell-Morris Group,Germany,Connectors,2025-11,18,55620,4256,7.653,D,6.294199999999999,Medium
SUP-0035,Proctor-Lane GmbH,Poland,Circuit Breakers,2023-01,6,17214,135,0.785,A,0.525,Low
SUP-0023,Montoya and Sons Industries,India,Switchgear Parts,2025-09,15,38355,1166,3.041,C,2.291,Low
SUP-0030,"Collins, Guerra and Sexton GmbH",China,Switchgear Parts,2024-07,23,98601,4416,4.479,C,4.4538,Low
SUP-0048,Jenkins-Bell Pvt Ltd,USA,Circuit Breakers,2023-07,5,24085,1064,4.419,C,3.077,Low
SUP-0024,"Miles, Perez and Johnson Pvt Ltd",Germany,Plastic Components,2025-06,13,31889,330,1.038,A,0.7548,Low
SUP-0080,"Hurley, Wood and Vasquez Components",Poland,Connectors,2023-08,10,7180,103,1.446,A,0.9087999999999999,Low
SUP-0053,Collins Group GmbH,Poland,Plastic Components,2023-08,23,113367,1986,1.752,B,1.8456,Low
SUP-0118,Hunter Ltd Pvt Ltd,China,Circuit Breakers,2025-03,17,72284,3017,4.174,C,3.7112,Low
SUP-0079,"Graham, Mcintyre and Sanders Pvt Ltd",Germany,Switchgear Parts,2024-06,14,60648,1102,1.819,B,1.5322,Low
SUP-0134,Davis-Lopez Components,India,Switchgear Parts,2025-01,18,13950,669,4.801,C,3.1481999999999997,Low
SUP-0103,Peters-Garcia Components,China,Switchgear Parts,2025-09,16,62192,754,1.213,A,1.0294,Low
SUP-0052,Marshall-Wilkins Industries,China,Metal Components,2024-04,13,37167,1575,4.239,C,3.1733999999999996,Low
SUP-0098,Beck Inc Manufacturing,Poland,Switchgear Parts,2025-10,25,17300,428,2.479,B,1.6586,Low
SUP-0073,Adams PLC Industries,India,Switchgear Parts,2024-08,4,18116,381,2.107,B,1.4166,Low
SUP-0117,"Santos, Jacobs and Smith Pvt Ltd",Mexico,Plastic Components,2025-03,11,48928,1510,3.087,C,2.4562,Low
SUP-0014,Jenkins Group Industries,Poland,Plastic Components,2025-06,22,109494,4313,3.94,C,4.0892,Low
SUP-0096,"Rodgers, Ochoa and Carter Corp",USA,Metal Components,2024-07,12,49212,2571,5.225,D,4.1634,Low
SUP-0113,"Garcia, Shepherd and Parrish Components",USA,Metal Components,2025-05,15,13290,588,4.428,C,2.892,Low
SUP-0127,Higgins-Lambert Corp,USA,Metal Components,2024-07,8,27568,1339,4.859,C,3.451,Low
SUP-0125,"Campbell, Bennett and Farrell Industries",India,Transformers,2023-02,12,33336,1031,3.093,C,2.2681999999999998,Low
SUP-0078,Navarro Group Manufacturing,Germany,Connectors,2023-08,10,9510,334,3.513,C,2.2413999999999996,Low
SUP-0088,Sanchez and Sons GmbH,Germany,Metal Components,2023-02,15,64320,835,1.298,A,1.1128,Low
SUP-0146,"Anthony, Martin and Osborne GmbH",India,Plastic Components,2025-10,8,4112,209,5.1,D,3.1435999999999997,Low
SUP-0023,Montoya and Sons Industries,India,Switchgear Parts,2023-05,25,66575,2340,3.516,C,3.0456,Low
SUP-0047,Ramirez-Castro Pvt Ltd,China,Metal Components,2024-01,22,47982,3838,8.0,D,6.3352,Medium
SUP-0088,Sanchez and Sons GmbH,Germany,Metal Components,2025-05,25,107925,2269,2.103,B,2.1694,Low
SUP-0013,Sanchez-Moore Components,China,Switchgear Parts,2023-08,7,21441,850,3.969,C,2.7213999999999996,Low
SUP-0028,"Oconnor, Cole and Mata Corp",China,Circuit Breakers,2025-01,20,22640,233,1.033,A,0.7129999999999999,Low
SUP-0061,Cox Ltd Corp,USA,Metal Components,2025-12,21,13776,804,5.84,D,3.8256,Low
SUP-0112,"Martin, Ritter and Thomas Group",Poland,Transformers,2023-06,24,55272,3489,6.313,D,5.1834,Medium
SUP-0131,"Rogers, Mitchell and Simpson Manufacturing",Germany,Metal Components,2025-08,9,36081,1067,2.959,B,2.2022,Low
SUP-0056,"Cooper, Greer and Martin Corp",Poland,Connectors,2025-02,9,24129,608,2.524,B,1.7576,Low
SUP-0100,"Leon, Warren and Juarez Group",Poland,Plastic Components,2023-11,22,98494,4522,4.591,C,4.5634,Low
SUP-0010,Weaver Ltd Corp,India,Circuit Breakers,2024-03,5,16680,306,1.838,B,1.2252,Low
SUP-0066,Lopez and Sons Corp,China,Connectors,2024-06,7,21721,925,4.262,C,2.9271999999999996,Low
SUP-0023,Montoya and Sons Industries,India,Switchgear Parts,2023-07,8,14664,659,4.498,C,2.9623999999999997,Low
SUP-0023,Montoya and Sons Industries,India,Switchgear Parts,2025-03,7,23009,1012,4.403,C,3.0465999999999998,Low
SUP-0055,Johnson-Martin Corp,Germany,Circuit Breakers,2023-10,17,84762,5097,6.013,D,5.646599999999999,Medium
SUP-0001,Fowler-Bell Manufacturing,USA,Transformers,2024-04,8,1792,34,1.906,B,1.1572,Low
SUP-0079,"Graham, Mcintyre and Sanders Pvt Ltd",Germany,Switchgear Parts,2023-07,3,12615,260,2.064,B,1.3424,Low
SUP-0093,Roach-Jackson Corp,China,Plastic Components,2024-08,18,19908,139,0.699,A,0.475,Low
SUP-0144,"Fisher, Thomas and Harrington Manufacturing",Mexico,Switchgear Parts,2023-05,22,80608,2315,2.873,B,2.6498,Low
SUP-0071,"Weber, Lawson and Hicks Corp",Germany,Connectors,2024-01,17,82535,3539,4.289,C,3.989,Low
SUP-0129,"Mooney, Clayton and Oneal Corp",China,Plastic Components,2025-02,25,104950,623,0.594,A,0.6056,Low
SUP-0013,Sanchez-Moore Components,China,Switchgear Parts,2025-02,4,2772,112,4.074,C,2.4892,Low
SUP-0097,Campbell PLC Manufacturing,Poland,Switchgear Parts,2025-01,9,27765,743,2.679,B,1.9045999999999998,Low
SUP-0063,Brown-Hernandez Group,India,Circuit Breakers,2024-05,25,98825,3551,3.593,C,3.5762,Low
SUP-0146,"Anthony, Martin and Osborne GmbH",India,Plastic Components,2025-02,8,38080,1976,5.189,D,3.9038,Low
SUP-0016,"Lopez, Phillips and Ramirez Manufacturing",USA,Connectors,2023-04,10,3520,119,3.396,C,2.0852,Low
SUP-0011,Nicholson LLC Corp,Poland,Circuit Breakers,2023-02,16,22720,928,4.085,C,2.8222,Low
SUP-0098,Beck Inc Manufacturing,Poland,Switchgear Parts,2025-08,7,19838,431,2.175,B,1.4773999999999998,Low
SUP-0104,Bryant Inc Group,Poland,Metal Components,2023-04,12,32736,2206,6.739,D,4.925800000000001,Low
SUP-0078,Navarro Group Manufacturing,Germany,Connectors,2023-08,21,72177,1886,2.614,B,2.3228,Low
SUP-0128,Williams Inc GmbH,Poland,Metal Components,2025-07,5,9920,164,1.661,B,1.0622,Low
SUP-0149,Tran-Reynolds Corp,Germany,Connectors,2024-08,14,57932,4349,7.507,D,6.2438,Medium
SUP-0032,"Townsend, King and Daugherty Components",Poland,Plastic Components,2023-11,10,34150,1594,4.668,C,3.4384,Low
SUP-0130,Schneider-Rhodes Components,India,Plastic Components,2024-03,25,6300,251,3.985,C,2.4914,Low
SUP-0070,"Francis, Sullivan and Williams Components",China,Circuit Breakers,2023-12,6,19584,696,3.556,C,2.412,Low
SUP-0150,Turner Inc Manufacturing,Germany,Plastic Components,2023-08,7,7476,140,1.878,B,1.1827999999999999,Low
SUP-0010,Weaver Ltd Corp,India,Circuit Breakers,2024-12,24,111216,1838,1.653,B,1.727,Low
SUP-0058,"Parker, West and Jacobs Industries",USA,Plastic Components,2023-09,9,4752,217,4.568,C,2.8276,Low
SUP-0120,Powell Ltd GmbH,USA,Switchgear Parts,2024-04,18,25974,1574,6.062,D,4.2668,Low
SUP-0045,Garcia-Deleon Corp,China,Switchgear Parts,2025-03,17,66300,459,0.693,A,0.5993999999999999,Low
SUP-0012,Scott-Schmidt Group,Poland,Transformers,2024-05,4,12424,190,1.537,B,0.9982,Low
SUP-0041,"Alvarado, Merritt and Little Pvt Ltd",Germany,Connectors,2023-07,24,79680,1083,1.36,A,1.2492,Low
SUP-0137,Wells PLC Corp,Mexico,Switchgear Parts,2025-09,19,7315,195,2.671,B,1.6805999999999999,Low
SUP-0086,"Jones, Hodge and Ortiz Components",India,Transformers,2024-07,20,58880,2015,3.424,C,2.8604,Low
SUP-0073,Adams PLC Industries,India,Switchgear Parts,2023-07,23,105386,2848,2.703,B,2.761,Low
SUP-0012,Scott-Schmidt Group,Poland,Transformers,2023-12,23,14720,355,2.417,B,1.5921999999999998,Low
SUP-0119,Andrews-Mcdaniel Pvt Ltd,China,Metal Components,2024-01,13,44343,1446,3.261,C,2.535,Low
SUP-0125,"Campbell, Bennett and Farrell Industries",India,Transformers,2024-07,4,3768,109,2.917,B,1.7937999999999998,Low
SUP-0084,Torres-Nelson Components,Germany,Metal Components,2024-05,10,4260,249,5.861,D,3.6162,Low
SUP-0059,Riley PLC Pvt Ltd,China,Transformers,2025-06,25,29775,1450,4.873,C,3.5038,Low
SUP-0023,Montoya and Sons Industries,India,Switchgear Parts,2025-11,24,74352,2023,2.721,B,2.4418,Low
SUP-0131,"Rogers, Mitchell and Simpson Manufacturing",Germany,Metal Components,2025-07,21,17934,495,2.766,B,1.8576,Low
SUP-0088,Sanchez and Sons GmbH,Germany,Metal Components,2025-09,12,39612,588,1.487,A,1.1274,Low
SUP-0021,Aguilar-Vasquez Manufacturing,India,Transformers,2024-05,15,45525,511,1.124,A,0.8788,Low
SUP-0096,"Rodgers, Ochoa and Carter Corp",USA,Metal Components,2024-05,24,87072,4131,4.745,C,4.4994,Low
SUP-0140,"Baker, Sutton and Williams Manufacturing",India,Plastic Components,2023-04,13,14898,654,4.395,C,2.8985999999999996,Low
SUP-0022,Howard-Morrison Pvt Ltd,India,Connectors,2023-09,25,44375,788,1.777,B,1.3813999999999997,Low
SUP-0003,"Bell, Clayton and Diaz Pvt Ltd",China,Connectors,2023-08,2,4956,140,2.836,B,1.7575999999999998,Low
SUP-0016,"Lopez, Phillips and Ramirez Manufacturing",USA,Connectors,2025-02,5,5330,222,4.171,C,2.5914,Low
SUP-0042,"Salinas, Nelson and Baker Components",India,Metal Components,2024-06,17,59449,4190,7.049,D,5.9054,Medium
