EmployeeID,Department,JobRole,TrainingCourse,TrainingDate,ExpiryDate,TrainingStatus,ComplianceStatus
EMP-11272,Supply Chain,Buyer,ISO 9001 Awareness,2023-03-18,2025-03-17,Completed,Compliant
EMP-11273,Manufacturing,Production Supervisor,5S Lean Manufacturing,2025-03-17,2026-03-17,Completed,Compliant
EMP-11274,Manufacturing,Machine Operator,ISO 9001 Awareness,2025-07-11,2026-07-11,Completed,Compliant
EMP-11275,Manufacturing,Line Lead,Safety Training,2023-09-29,2024-09-28,Completed,Compliant
EMP-11276,Warehouse,Inventory Clerk,Calibration Awareness,2025-03-28,2026-03-28,Completed,Compliant
EMP-11277,Maintenance,Reliability Engineer,5S Lean Manufacturing,2025-03-12,2026-03-12,Completed,Compliant
EMP-11278,Manufacturing,Machine Operator,Internal Auditor Training,2024-09-06,2025-09-06,Expired,Compliant
EMP-11279,Quality,Auditor,ISO 9001 Awareness,2023-08-14,2024-08-13,Completed,Compliant
EMP-11280,Supply Chain,Planner,Calibration Awareness,2024-02-04,2026-02-03,Completed,Compliant
EMP-11281,Supply Chain,Buyer,Safety Training,2025-10-05,2026-10-05,Completed,Compliant
EMP-11282,Engineering,Process Engineer,ISO 9001 Awareness,2023-12-27,2025-12-26,Expired,Compliant
EMP-11283,Manufacturing,Line Lead,Internal Auditor Training,2023-12-03,2025-12-02,Expired,Compliant
EMP-11284,Engineering,Manufacturing Engineer,ISO 9001 Awareness,2023-02-26,2024-02-26,Expired,Non-Compliant
EMP-11285,Manufacturing,Production Supervisor,Safety Training,2023-12-19,2024-12-18,Expired,Compliant
EMP-11286,Supply Chain,Logistics Coordinator,Internal Auditor Training,2025-08-29,2027-08-29,Pending,Non-Compliant
EMP-11287,Supply Chain,Buyer,ISO 9001 Awareness,2023-11-17,2025-11-16,Completed,Compliant
EMP-11288,Supply Chain,Supply Chain Analyst,Internal Auditor Training,2023-01-01,2024-12-31,Expired,Non-Compliant
EMP-11289,Warehouse,Inventory Clerk,Internal Auditor Training,2023-10-03,2024-10-02,Completed,Compliant
EMP-11290,Quality,Auditor,Calibration Awareness,2024-04-13,2026-04-13,Completed,Compliant
EMP-11291,HR,HR Manager,Calibration Awareness,2023-06-11,2025-06-10,Completed,Compliant
EMP-11292,Engineering,Design Engineer,Calibration Awareness,2025-06-25,2027-06-25,Completed,Compliant
EMP-11293,Supply Chain,Planner,ISO 9001 Awareness,2024-04-22,2025-04-22,Completed,Compliant
EMP-11294,HR,HR Manager,ISO 9001 Awareness,2023-12-16,2024-12-15,Completed,Compliant
EMP-11295,Maintenance,Reliability Engineer,Calibration Awareness,2023-02-08,2024-02-08,Expired,Compliant
EMP-11296,Engineering,Process Engineer,Internal Auditor Training,2023-04-29,2024-04-28,Expired,Compliant
EMP-11297,Warehouse,Inventory Clerk,5S Lean Manufacturing,2024-02-14,2026-02-13,Completed,Compliant
EMP-11298,Supply Chain,Logistics Coordinator,ISO 9001 Awareness,2023-05-26,2024-05-25,Completed,Compliant
EMP-11299,Warehouse,Warehouse Operator,Internal Auditor Training,2024-02-10,2026-02-09,Completed,Compliant
EMP-11300,Engineering,Design Engineer,Safety Training,2025-08-11,2026-08-11,Completed,Compliant
EMP-11301,Warehouse,Inventory Clerk,Internal Auditor Training,2023-02-03,2025-02-02,Expired,Compliant
EMP-11302,Warehouse,Forklift Operator,Safety Training,2023-06-24,2024-06-23,Expired,Compliant
EMP-11303,HR,HR Manager,5S Lean Manufacturing,2024-04-22,2026-04-22,Completed,Compliant
EMP-11304,Manufacturing,Production Supervisor,Calibration Awareness,2025-06-05,2026-06-05,Completed,Compliant
EMP-11305,Manufacturing,Assembly Technician,Calibration Awareness,2024-12-02,2026-12-02,Completed,Compliant
EMP-11306,HR,HR Generalist,Safety Training,2023-07-24,2024-07-23,Completed,Compliant
EMP-11307,Maintenance,Maintenance Supervisor,ISO 9001 Awareness,2023-02-08,2024-02-08,Completed,Compliant
EMP-11308,Supply Chain,Planner,Internal Auditor Training,2023-03-26,2024-03-25,Completed,Compliant
EMP-11309,Engineering,Manufacturing Engineer,ISO 9001 Awareness,2025-07-05,2026-07-05,Completed,Compliant
EMP-11310,Manufacturing,Assembly Technician,Safety Training,2025-02-11,2026-02-11,Pending,Compliant
EMP-11311,Warehouse,Warehouse Supervisor,5S Lean Manufacturing,2024-02-11,2025-02-10,Completed,Compliant
EMP-11312,Supply Chain,Supply Chain Analyst,Internal Auditor Training,2023-05-24,2025-05-23,Expired,Compliant
EMP-11313,Engineering,Design Engineer,5S Lean Manufacturing,2025-04-05,2026-04-05,Completed,Compliant
EMP-11314,Supply Chain,Logistics Coordinator,ISO 9001 Awareness,2025-04-06,2026-04-06,Completed,Compliant
EMP-11315,Maintenance,Reliability Engineer,Calibration Awareness,2024-08-19,2025-08-19,Expired,Compliant
EMP-11316,HR,Training Coordinator,Internal Auditor Training,2025-06-27,2026-06-27,Completed,Compliant
EMP-11317,Warehouse,Forklift Operator,Internal Auditor Training,2023-04-27,2024-04-26,Expired,Non-Compliant
EMP-11318,HR,HR Manager,5S Lean Manufacturing,2024-07-01,2026-07-01,Completed,Compliant
EMP-11319,HR,HR Manager,ISO 9001 Awareness,2024-07-10,2026-07-10,Completed,Compliant
EMP-11320,Maintenance,Reliability Engineer,Safety Training,2025-03-22,2027-03-22,Completed,Compliant
EMP-11321,Engineering,Manufacturing Engineer,Internal Auditor Training,2024-05-28,2026-05-28,Completed,Compliant
EMP-11322,Manufacturing,Production Supervisor,Internal Auditor Training,2024-09-22,2026-09-22,Completed,Compliant
EMP-11323,Warehouse,Warehouse Supervisor,Calibration Awareness,2024-12-05,2025-12-05,Expired,Compliant
EMP-11324,Quality,Auditor,Internal Auditor Training,2023-12-06,2024-12-05,Completed,Compliant
EMP-11325,Engineering,Process Engineer,Internal Auditor Training,2025-07-23,2026-07-23,Completed,Compliant
EMP-11326,Warehouse,Forklift Operator,ISO 9001 Awareness,2023-02-04,2024-02-04,Completed,Compliant
EMP-11327,Warehouse,Forklift Operator,Safety Training,2025-07-10,2026-07-10,Completed,Compliant
EMP-11328,Warehouse,Forklift Operator,Safety Training,2023-02-03,2024-02-03,Expired,Compliant
EMP-11329,Manufacturing,Assembly Technician,5S Lean Manufacturing,2025-07-08,2026-07-08,Completed,Compliant
EMP-11330,HR,HR Manager,Internal Auditor Training,2023-08-30,2024-08-29,Completed,Compliant
EMP-11331,Maintenance,Maintenance Technician,Calibration Awareness,2025-06-01,2027-06-01,Completed,Compliant
EMP-11332,HR,Training Coordinator,ISO 9001 Awareness,2023-07-11,2024-07-10,Completed,Compliant
EMP-11333,Supply Chain,Logistics Coordinator,5S Lean Manufacturing,2025-01-19,2026-01-19,Completed,Compliant
EMP-11334,Quality,Quality Engineer,5S Lean Manufacturing,2024-01-17,2025-01-16,Expired,Non-Compliant
EMP-11335,Manufacturing,Assembly Technician,ISO 9001 Awareness,2023-06-16,2025-06-15,Completed,Compliant
EMP-11336,Warehouse,Warehouse Supervisor,ISO 9001 Awareness,2023-01-10,2024-01-10,Expired,Compliant
EMP-11337,HR,HR Generalist,ISO 9001 Awareness,2023-11-16,2024-11-15,Expired,Compliant
EMP-11338,Quality,Quality Inspector,Internal Auditor Training,2025-09-30,2026-09-30,Completed,Compliant
EMP-11339,Manufacturing,Assembly Technician,Safety Training,2025-06-20,2026-06-20,Pending,Compliant
EMP-11340,Engineering,Manufacturing Engineer,Internal Auditor Training,2024-11-28,2025-11-28,Expired,Compliant
EMP-11341,HR,HR Manager,Calibration Awareness,2025-07-23,2026-07-23,Completed,Compliant
EMP-11342,HR,HR Manager,Internal Auditor Training,2024-12-26,2026-12-26,Completed,Compliant
EMP-11343,Engineering,Design Engineer,Internal Auditor Training,2024-12-06,2026-12-06,Completed,Compliant
EMP-11344,Engineering,Design Engineer,Calibration Awareness,2024-05-23,2025-05-23,Expired,Non-Compliant
EMP-11345,Maintenance,Maintenance Technician,5S Lean Manufacturing,2025-02-06,2027-02-06,Completed,Compliant
EMP-11346,Engineering,Design Engineer,Safety Training,2024-05-13,2025-05-13,Completed,Non-Compliant
EMP-11347,HR,HR Manager,5S Lean Manufacturing,2023-03-24,2024-03-23,Expired,Non-Compliant
EMP-11348,Supply Chain,Logistics Coordinator,Safety Training,2024-04-15,2025-04-15,Completed,Compliant
EMP-11349,Quality,Quality Inspector,Calibration Awareness,2024-11-06,2026-11-06,Completed,Compliant
EMP-11350,Manufacturing,Production Supervisor,ISO 9001 Awareness,2024-03-29,2026-03-29,Completed,Compliant
EMP-11351,Manufacturing,Machine Operator,Internal Auditor Training,2025-04-11,2026-04-11,Completed,Compliant
EMP-11352,HR,HR Manager,Safety Training,2024-08-27,2026-08-27,Completed,Compliant
EMP-11353,Manufacturing,Assembly Technician,Calibration Awareness,2025-02-21,2026-02-21,Completed,Compliant
EMP-11354,Engineering,Process Engineer,ISO 9001 Awareness,2023-01-29,2025-01-28,Completed,Compliant
EMP-11355,Manufacturing,Assembly Technician,Internal Auditor Training,2024-12-14,2026-12-14,Pending,Compliant
EMP-11356,Manufacturing,Assembly Technician,Internal Auditor Training,2024-04-25,2025-04-25,Completed,Non-Compliant
EMP-11357,Engineering,Process Engineer,Calibration Awareness,2024-07-18,2026-07-18,Completed,Compliant
EMP-11358,Maintenance,Maintenance Supervisor,5S Lean Manufacturing,2023-01-16,2024-01-16,Expired,Compliant
EMP-11359,Manufacturing,Production Supervisor,Calibration Awareness,2024-05-03,2026-05-03,Completed,Compliant
EMP-11360,Maintenance,Maintenance Technician,Safety Training,2025-03-22,2027-03-22,Completed,Compliant
EMP-11361,Warehouse,Forklift Operator,5S Lean Manufacturing,2025-09-03,2026-09-03,Completed,Compliant
EMP-11362,Engineering,Process Engineer,Calibration Awareness,2025-06-06,2026-06-06,Completed,Compliant
EMP-11363,HR,HR Manager,Safety Training,2024-06-23,2025-06-23,Completed,Compliant
EMP-11364,Supply Chain,Planner,Safety Training,2024-12-10,2025-12-10,Expired,Compliant
EMP-11365,Quality,QA Manager,Calibration Awareness,2023-12-02,2025-12-01,Completed,Compliant
EMP-11366,Engineering,Design Engineer,Internal Auditor Training,2025-05-26,2026-05-26,Completed,Compliant
EMP-11367,Maintenance,Maintenance Technician,Internal Auditor Training,2023-03-24,2024-03-23,Expired,Non-Compliant
EMP-11368,Warehouse,Warehouse Operator,Safety Training,2023-07-23,2024-07-22,Completed,Compliant
EMP-11369,Quality,Auditor,Calibration Awareness,2024-02-04,2025-02-03,Expired,Compliant
EMP-11370,Warehouse,Warehouse Operator,Safety Training,2023-12-07,2024-12-06,Completed,Compliant
EMP-11371,Quality,Auditor,Internal Auditor Training,2023-03-21,2025-03-20,Completed,Compliant
EMP-11372,Warehouse,Inventory Clerk,5S Lean Manufacturing,2023-10-19,2024-10-18,Expired,Compliant
EMP-11373,Warehouse,Warehouse Supervisor,ISO 9001 Awareness,2023-04-19,2025-04-18,Completed,Compliant
EMP-11374,Warehouse,Warehouse Operator,Internal Auditor Training,2023-01-23,2024-01-23,Expired,Compliant
EMP-11375,Manufacturing,Production Supervisor,Internal Auditor Training,2023-02-18,2024-02-18,Completed,Non-Compliant
EMP-11376,Maintenance,Maintenance Supervisor,Safety Training,2024-11-06,2026-11-06,Completed,Compliant
EMP-11377,Maintenance,Maintenance Supervisor,Safety Training,2025-09-08,2027-09-08,Completed,Compliant
EMP-11378,Engineering,Manufacturing Engineer,Internal Auditor Training,2023-02-06,2024-02-06,Expired,Non-Compliant
EMP-11379,Warehouse,Warehouse Supervisor,Internal Auditor Training,2024-04-13,2025-04-13,Completed,Compliant
EMP-11380,Manufacturing,Production Supervisor,Safety Training,2023-02-20,2024-02-20,Completed,Non-Compliant
EMP-11381,Quality,Quality Inspector,ISO 9001 Awareness,2024-04-21,2026-04-21,Completed,Compliant
EMP-11382,Warehouse,Inventory Clerk,Calibration Awareness,2024-01-30,2025-01-29,Completed,Compliant
EMP-11383,Manufacturing,Assembly Technician,Calibration Awareness,2024-11-11,2025-11-11,Expired,Non-Compliant
EMP-11384,Maintenance,Maintenance Supervisor,5S Lean Manufacturing,2024-09-11,2026-09-11,Completed,Compliant
EMP-11385,Supply Chain,Supply Chain Analyst,Calibration Awareness,2025-03-17,2026-03-17,Completed,Compliant
EMP-11386,Engineering,Design Engineer,Internal Auditor Training,2025-04-24,2027-04-24,Completed,Compliant
EMP-11387,Quality,Auditor,Safety Training,2023-08-14,2025-08-13,Completed,Compliant
EMP-11388,Engineering,Manufacturing Engineer,Calibration Awareness,2024-06-10,2026-06-10,Completed,Compliant
EMP-11389,Manufacturing,Assembly Technician,5S Lean Manufacturing,2024-01-22,2026-01-21,Pending,Compliant
EMP-11390,Supply Chain,Planner,Calibration Awareness,2024-02-20,2026-02-19,Completed,Compliant
EMP-11391,Quality,Quality Engineer,5S Lean Manufacturing,2023-06-23,2025-06-22,Completed,Compliant
EMP-11392,Maintenance,Maintenance Supervisor,Internal Auditor Training,2023-10-01,2024-09-30,Expired,Compliant
EMP-11393,Engineering,Design Engineer,ISO 9001 Awareness,2025-05-18,2027-05-18,Completed,Compliant
EMP-11394,HR,Training Coordinator,5S Lean Manufacturing,2025-03-29,2027-03-29,Completed,Compliant
EMP-11395,Supply Chain,Supply Chain Analyst,ISO 9001 Awareness,2024-09-30,2026-09-30,Expired,Compliant
EMP-11396,Maintenance,Reliability Engineer,Calibration Awareness,2025-01-20,2027-01-20,Completed,Compliant
EMP-11397,Warehouse,Warehouse Supervisor,ISO 9001 Awareness,2023-07-22,2024-07-21,Completed,Compliant
EMP-11398,Manufacturing,Production Supervisor,Safety Training,2025-04-12,2026-04-12,Completed,Compliant
EMP-11399,Quality,Auditor,Internal Auditor Training,2024-04-07,2025-04-07,Expired,Compliant
EMP-11400,Quality,Quality Inspector,5S Lean Manufacturing,2025-05-24,2026-05-24,Completed,Compliant
EMP-11401,Manufacturing,Production Supervisor,Calibration Awareness,2023-09-25,2024-09-24,Expired,Compliant
EMP-11402,Supply Chain,Buyer,5S Lean Manufacturing,2024-07-01,2026-07-01,Completed,Compliant
EMP-11403,HR,HR Manager,Safety Training,2025-02-03,2026-02-03,Completed,Compliant
EMP-11404,HR,HR Manager,5S Lean Manufacturing,2024-08-29,2026-08-29,Completed,Compliant
EMP-11405,Warehouse,Warehouse Supervisor,5S Lean Manufacturing,2024-04-19,2025-04-19,Completed,Compliant
EMP-11406,Supply Chain,Buyer,Safety Training,2025-08-14,2026-08-14,Completed,Compliant
EMP-11407,Manufacturing,Machine Operator,Safety Training,2025-10-30,2026-10-30,Completed,Compliant
EMP-11408,Engineering,Manufacturing Engineer,ISO 9001 Awareness,2023-09-19,2024-09-18,Expired,Compliant
EMP-11409,Quality,Auditor,ISO 9001 Awareness,2024-06-24,2025-06-24,Completed,Non-Compliant
EMP-11410,Engineering,Manufacturing Engineer,Internal Auditor Training,2025-01-01,2027-01-01,Completed,Compliant
EMP-11411,Quality,QA Manager,Internal Auditor Training,2024-09-19,2025-09-19,Completed,Compliant
EMP-11412,Quality,QA Manager,Safety Training,2024-02-29,2026-02-28,Completed,Compliant
EMP-11413,Quality,Quality Engineer,5S Lean Manufacturing,2025-06-25,2027-06-25,Completed,Compliant
EMP-11414,Quality,Quality Engineer,Safety Training,2025-10-01,2026-10-01,Completed,Compliant
EMP-11415,Manufacturing,Line Lead,Safety Training,2025-07-24,2026-07-24,Completed,Compliant
EMP-11416,Quality,Quality Inspector,Safety Training,2023-05-27,2024-05-26,Expired,Compliant
EMP-11417,Maintenance,Maintenance Supervisor,Internal Auditor Training,2023-08-15,2024-08-14,Completed,Compliant
EMP-11418,Warehouse,Forklift Operator,Internal Auditor Training,2023-08-01,2025-07-31,Completed,Compliant
EMP-11419,Manufacturing,Line Lead,Internal Auditor Training,2023-03-06,2024-03-05,Completed,Compliant
EMP-11420,HR,HR Generalist,ISO 9001 Awareness,2023-02-06,2024-02-06,Expired,Compliant
EMP-11421,HR,HR Generalist,5S Lean Manufacturing,2024-02-21,2025-02-20,Completed,Compliant
EMP-11422,Quality,Auditor,Calibration Awareness,2024-08-19,2026-08-19,Completed,Compliant
EMP-11423,HR,HR Generalist,5S Lean Manufacturing,2024-04-10,2025-04-10,Expired,Compliant
EMP-11424,Engineering,Manufacturing Engineer,5S Lean Manufacturing,2024-12-12,2025-12-12,Completed,Non-Compliant
EMP-11425,HR,Training Coordinator,5S Lean Manufacturing,2024-06-03,2025-06-03,Completed,Non-Compliant
EMP-11426,Warehouse,Forklift Operator,ISO 9001 Awareness,2025-01-12,2026-01-12,Pending,Compliant
EMP-11427,Supply Chain,Planner,ISO 9001 Awareness,2025-02-23,2026-02-23,Completed,Compliant
EMP-11428,Maintenance,Maintenance Supervisor,Calibration Awareness,2024-06-08,2026-06-08,Pending,Compliant
EMP-11429,Quality,Quality Inspector,5S Lean Manufacturing,2024-03-21,2025-03-21,Completed,Compliant
EMP-11430,Warehouse,Warehouse Operator,Safety Training,2025-06-12,2026-06-12,Completed,Compliant
EMP-11431,Quality,Auditor,ISO 9001 Awareness,2024-09-27,2026-09-27,Expired,Compliant
EMP-11432,Supply Chain,Logistics Coordinator,ISO 9001 Awareness,2024-02-18,2025-02-17,Expired,Compliant
EMP-11433,Maintenance,Maintenance Technician,Internal Auditor Training,2025-10-01,2026-10-01,Expired,Compliant
EMP-11434,Warehouse,Warehouse Operator,Internal Auditor Training,2025-09-29,2026-09-29,Completed,Compliant
EMP-11435,HR,HR Generalist,5S Lean Manufacturing,2023-09-20,2024-09-19,Completed,Compliant
EMP-11436,Engineering,Process Engineer,Safety Training,2023-11-29,2025-11-28,Expired,Compliant
EMP-11437,HR,HR Manager,5S Lean Manufacturing,2024-11-18,2025-11-18,Expired,Compliant
EMP-11438,Warehouse,Warehouse Supervisor,Calibration Awareness,2023-08-20,2024-08-19,Completed,Compliant
EMP-11439,Warehouse,Forklift Operator,Safety Training,2025-06-09,2026-06-09,Completed,Compliant
EMP-11440,Quality,Quality Engineer,Safety Training,2025-03-22,2026-03-22,Pending,Compliant
EMP-11441,Engineering,Design Engineer,Internal Auditor Training,2025-02-03,2027-02-03,Completed,Compliant
EMP-11442,Manufacturing,Line Lead,Internal Auditor Training,2025-05-12,2026-05-12,Completed,Compliant
EMP-11443,Warehouse,Forklift Operator,5S Lean Manufacturing,2023-11-19,2024-11-18,Completed,Compliant
EMP-11444,Warehouse,Warehouse Operator,Calibration Awareness,2023-11-03,2025-11-02,Completed,Compliant
EMP-11445,Supply Chain,Buyer,ISO 9001 Awareness,2025-07-01,2027-07-01,Completed,Compliant
EMP-11446,HR,Training Coordinator,Calibration Awareness,2023-11-05,2025-11-04,Expired,Compliant
EMP-11447,Maintenance,Maintenance Technician,5S Lean Manufacturing,2023-03-02,2024-03-01,Completed,Compliant
EMP-11448,Quality,QA Manager,Calibration Awareness,2024-10-24,2025-10-24,Expired,Compliant
EMP-11449,Engineering,Design Engineer,Internal Auditor Training,2024-08-29,2025-08-29,Completed,Compliant
EMP-11450,Quality,Auditor,Internal Auditor Training,2024-08-07,2025-08-07,Completed,Compliant
EMP-11451,Quality,Quality Engineer,5S Lean Manufacturing,2023-05-29,2024-05-28,Completed,Non-Compliant
EMP-11452,HR,HR Manager,Internal Auditor Training,2024-11-04,2026-11-04,Completed,Compliant
EMP-11453,Manufacturing,Machine Operator,5S Lean Manufacturing,2025-01-03,2026-01-03,Completed,Compliant
EMP-11454,Quality,Quality Engineer,Internal Auditor Training,2025-03-22,2026-03-22,Completed,Compliant
EMP-11455,Supply Chain,Buyer,Internal Auditor Training,2025-04-15,2026-04-15,Completed,Compliant
EMP-11456,Warehouse,Inventory Clerk,Calibration Awareness,2025-02-16,2026-02-16,Completed,Compliant
EMP-11457,Engineering,Design Engineer,ISO 9001 Awareness,2024-01-13,2025-01-12,Completed,Non-Compliant
EMP-11458,Manufacturing,Line Lead,Internal Auditor Training,2025-10-31,2027-10-31,Completed,Compliant
EMP-11459,Quality,Auditor,Internal Auditor Training,2023-03-05,2024-03-04,Completed,Compliant
EMP-11460,Maintenance,Maintenance Supervisor,5S Lean Manufacturing,2025-02-25,2027-02-25,Completed,Compliant
